Country,Year,Country_Code,Continent,Region,Population,GDP_Per_Capita,Per_Capita_Sugar_Consumption,Total_Sugar_Consumption,Sugar_From_Sugarcane,Sugar_From_Beet,Sugar_From_HFCS,Sugar_From_Other,Processed_Food_Consumption,Avg_Daily_Sugar_Intake,Diabetes_Prevalence,Obesity_Rate,Sugar_Imports,Sugar_Exports,Avg_Retail_Price_Per_Kg,Gov_Tax_,Gov_Subsidies_,Education_Campaign_,Urbanization_Rate,Climate_Conditions,Sugarcane_Production_Yield,Gov_Tax,Gov_Subsidies,Education_Campaign
Indonesia,1999,IDN,Asia,Southeast Asia,26514561.71,21776.85376,62.07065993,1645776.343,82.54944281,20.06864175,57.16307347,-59.78115804,27.63540714,170.0736082,13.21381231,22.67440678,2024413.316,9615507.428,2.407812686,,1,0,15.17909186,5,35.52724547,0,1,0
India,2000,IND,Asia,South Asia,91329718.11,21229.40402,60.76837676,5549958.72,73.84259868,35.08646289,29.69855703,-38.6276186,236.617927,166.5053523,12.38255566,29.58110209,2242439.525,8868898.82,1.312412374,1,0,0,34.62356811,5,47.61346058,1,0,0
Mexico,1996,MEX,North America,Central America,69563400.9,21320.36784,48.52419242,3375507.851,60.11038715,17.43562905,12.52004715,9.933936652,250.208159,132.9562872,9.809319909,22.36457722,9415509.741,1497132.495,3.913756513,0,1,0,42.10573087,5,72.09445915,0,1,0
Japan,2023,JPN,Asia,East Asia,165058688.6,34923.32762,35.70176648,5892886.756,68.87760837,31.68612866,14.83606308,-15.39980011,33.20237869,97.82284016,15.54400209,39.49070872,5799882.861,952023.8107,1.405655488,0,0,1,26.76755014,5,88.73007744,0,0,1
Mexico,1992,MEX,North America,Central America,98859537.1,20594.14441,45.1960807,4468063.616,55.70216052,27.75223188,5.981698792,10.56390881,167.3623297,123.8372611,7.196943776,30.92087598,7995358.779,4542474.156,0.566413102,0,0,,59.31590866,4,58.63628229,0,0,0
Japan,2008,JPN,Asia,East Asia,122157150.6,47731.0551,52.44731998,6406815.164,72.65722407,20.95933624,16.792381,-10.4089413,199.4538489,143.7056568,14.78206721,11.53615762,969318.434,1768829.448,2.217496004,0,0,0,62.59085329,3,90.11329634,0,0,0
France,2016,FRA,Europe,Western Europe,282617542.5,49146.10928,68.39134033,19328592.53,50.92002886,36.11212904,54.68323528,-41.71539318,273.3994774,187.3922725,5.935833485,15.28047123,1219956.211,9606059.785,3.274062059,0,1,0,45.33005473,2,54.16738484,0,1,0
France,2005,FRA,Europe,Western Europe,47541036.74,26406.39076,12.91233243,613865.6705,57.57860489,25.02886843,21.87612776,-4.483601073,23.9967071,35.37979086,14.71281586,33.10472059,733279.8802,7539390.662,1.812417361,1,0,0,34.44067599,4,92.40603749,1,0,0
India,1976,IND,Asia,South Asia,117148740.7,28142.97846,25.34973076,2969689.036,78.49178891,34.40638969,37.77123676,-50.66941537,110.7842128,69.45826228,6.337587722,35.73674743,6327034.879,8389520.826,2.4153181,0,1,1,49.66850019,3,96.49657646,0,1,1
Japan,1968,JPN,Asia,East Asia,77867470.32,20677.5054,55.74656036,4340843.634,61.07569415,30.6666939,58.87460068,-50.61698873,44.62509234,152.7455754,13.76335836,23.59084332,5788270.264,6568429.183,1.821263348,0,0,1,66.7798143,2,86.63454083,0,0,1
Australia,1990,AUS,Oceania,Australia & New Zealand,165200628.7,18101.88229,31.59670146,5219794.946,66.7984897,23.64009741,6.404178553,3.157234339,134.305255,86.57496199,4.186382963,20.76983697,3848122.076,7896401.124,4.48148477,0,1,0,42.5136115,5,81.31769703,0,1,0
Japan,1994,JPN,Asia,East Asia,221164531.7,49273.66353,48.71119815,10773189.33,83.28243869,16.42471108,46.52267073,-46.2298205,117.9267781,133.4686829,8.439655841,10.34471352,772756.6239,2263220.434,1.604350671,0,0,,26.40265919,2,32.03451929,0,0,0
South Africa,1962,ZAF,Africa,Sub-Saharan Africa,245279374.2,2512.515,13.65266833,3348717.944,51.78232209,38.28978456,41.98142394,-32.0535306,182.649695,37.40831123,14.87081076,13.6201058,4344653.793,9871767.975,1.068880512,0,1,0,62.31176296,3,40.54110747,0,1,0
Brazil,1972,BRA,South America,South America,155073711.7,20799.26852,51.09550424,7923569.492,50.9093616,6.986107275,49.14240703,-7.037875901,205.7891379,140.0016816,7.22139554,29.63282053,3898924.044,5912656.3,2.176815058,1,0,0,51.09402233,4,95.92504047,1,0,0
South Africa,2011,ZAF,Africa,Sub-Saharan Africa,256620060.9,7991.349166,48.81414822,12526689.69,59.15948598,36.30701882,8.230166666,-3.696671465,289.7125374,133.7507661,13.2697631,6.71589278,993591.4399,3386139.202,1.9659075,0,1,0,63.74364457,1,71.68589919,0,1,0
China,1996,CHN,Asia,East Asia,235737576.9,36450.87328,43.07830434,10155175.08,77.37773481,22.72375344,30.10684309,-30.20833133,57.2286497,118.0345539,9.288535575,26.18926858,3521237.661,9868749.686,3.156173818,,0,0,19.33777946,4,99.15636933,0,0,0
Indonesia,1997,IDN,Asia,Southeast Asia,47944214.37,10125.06099,54.74046774,2624488.72,59.44483341,31.20593792,37.92004963,-28.57082095,241.7729461,149.9888816,11.12822461,12.93041782,8373991.577,205936.797,3.825631547,0,1,0,44.36153138,1,73.68056652,0,1,0
Australia,1973,AUS,Oceania,Australia & New Zealand,74383198.95,44289.96356,62.20729511,4627177.608,84.54793628,16.69460399,45.60503091,-46.84757117,255.3537781,170.4479886,11.2118566,12.76977048,8956920.217,6904156.549,4.293222284,0,0,0,21.75672592,3,92.24495343,0,0,0
India,1965,IND,Asia,South Asia,201844438,19036.65983,58.90466945,11889579.9,64.07392795,18.44734035,42.75792898,-25.27919727,173.8705502,161.3987943,10.76783846,19.73512447,2496866.223,8279860.606,3.403333672,0,0,0,28.29568304,5,39.78934105,0,0,0
USA,2017,USA,North America,Northern America,292463411.9,45898.86228,13.2923162,3887516.149,61.34044778,11.67628309,34.25798373,-7.274714602,238.4577126,36.4209464,8.589572328,20.83224148,2847878.085,865867.5884,4.957272724,0,0,0,61.12579909,3,31.02527967,0,0,0
Australia,1988,AUS,Oceania,Australia & New Zealand,113462780.5,49334.84524,53.38556909,6057275.106,59.31652396,38.40192673,28.15006896,-25.86851965,111.3965789,146.2764593,5.705756154,27.71710158,2853702.711,8117986.315,3.184728093,,1,0,63.58289787,3,91.16272019,0,1,0
India,2022,IND,Asia,South Asia,69712544.35,38672.98499,34.23468867,2386587.253,72.9588142,6.51546673,56.50292106,-35.97720199,20.04720368,93.80304696,2.946600707,10.23765718,6263457.044,7047759.257,0.572361288,1,0,1,54.21238405,1,31.10522936,1,0,1
Russia,2020,RUS,Europe,Eastern Europe,260869700.9,31346.32343,26.7023182,6965825.762,84.2524511,18.5390536,10.90688899,-13.69839369,53.70123302,73.16435187,11.4198742,17.03227295,3742023.767,3009654.904,1.204317431,0,0,0,89.39267301,5,84.99305216,0,0,0
Japan,2016,JPN,Asia,East Asia,60683975.9,7920.132403,62.17722308,3773161.107,66.24249234,16.71453098,12.26045733,4.782519347,58.55151747,170.3655912,12.60773464,10.65233077,6698702.288,1153166.819,2.093459778,0,0,1,27.05928403,1,52.88495323,0,0,1
Indonesia,2008,IDN,Asia,Southeast Asia,209525073.9,46686.48664,41.37486025,8669070.654,60.10067971,33.45769406,6.66438467,-0.222758441,263.8544893,113.3671171,13.01174516,23.56166226,69651.43974,7743310.841,1.970589429,0,1,0,32.16028033,2,87.43492518,0,1,0
USA,1968,USA,North America,Northern America,11240472.04,38954.89952,37.58025758,422419.8345,66.83464925,22.55563264,6.76031764,3.849400469,287.7890655,102.9699058,14.96542146,11.73164374,6165948.783,9213732.147,1.87010672,0,0,0,12.21431579,4,69.58298321,0,0,0
China,1995,CHN,Asia,East Asia,6675174.014,14758.26605,55.99895792,373802.7887,86.19159015,10.91864515,52.4093116,-49.51954691,126.7593264,153.4371447,5.401255784,35.79947721,3850410.651,4301204.343,3.465069113,0,1,0,77.56934791,3,38.27261708,0,1,0
France,1982,FRA,Europe,Western Europe,136018447.5,23690.84575,40.96505549,5572003.248,63.38150327,22.81544681,36.39144008,-22.58839016,200.3321505,112.244252,14.51847155,6.971257224,6273786.77,5718204.204,1.781543961,0,1,0,57.97079147,1,71.60982682,0,1,0
Mexico,1974,MEX,North America,Central America,197305498.1,3849.417792,60.77049305,11990352.4,76.22991648,13.26057631,56.10548526,-45.59597805,97.97142625,166.5111509,6.463964169,24.84855096,9158789.541,4006184.657,2.023560193,0,1,1,43.8836951,2,92.24560683,0,1,1
China,2013,CHN,Asia,East Asia,43587901.73,33120.51596,11.68856198,509479.891,63.18958129,5.598959368,53.21190407,-22.00044473,139.2165044,32.02665983,9.317046976,29.74995919,9624004.005,7624152.746,4.599902327,0,0,1,27.78321974,3,98.56487397,0,0,1
South Africa,2016,ZAF,Africa,Sub-Saharan Africa,229400853.4,6700.601101,55.44864919,12719967.45,76.99031319,24.05907625,18.03087075,-19.08026019,189.9969445,151.9292988,6.64692995,36.39627695,5508501.606,8610881.581,4.743853094,0,1,0,51.52961316,1,40.16609812,0,1,0
India,2009,IND,Asia,South Asia,39492208.24,32750.7986,15.64924835,618023.3746,85.24042995,17.61427024,38.47909527,-41.33379545,258.2932639,42.87894047,4.165498253,13.60393539,1767850.885,6110834.328,0.512030554,0,0,1,36.79385585,5,78.6074396,0,0,1
Germany,2006,DEU,Europe,Western Europe,160578634.6,33741.90624,19.64003745,3153770.396,73.94235091,13.36110877,22.7662628,-10.06972249,133.7656748,53.81370261,3.120189019,28.72850326,9263505.897,4869307.627,2.627338738,0,0,0,30.5047456,2,71.27778779,0,0,0
South Africa,2018,ZAF,Africa,Sub-Saharan Africa,93181458.49,16569.13807,16.66434885,1552808.331,87.89767914,11.02833201,52.57058591,-51.49659706,212.7094599,45.66031586,6.850292523,29.83851344,4804099.054,7075637.124,2.277733848,1,0,0,83.2142518,4,83.51651142,1,0,0
Mexico,2009,MEX,North America,Central America,225923729.8,47458.80261,20.49738788,4630846.32,74.06068763,20.87927362,44.05508813,-38.99504938,82.13569208,56.1628428,15.09869771,25.13189025,3611772.874,4253028.689,2.711904762,0,0,,82.19917701,4,38.98693738,0,0,0
Russia,1966,RUS,Europe,Eastern Europe,241430909.3,39058.64404,52.56899528,12691780.33,88.99503574,35.4367289,7.40887383,-31.84063846,105.2908266,144.0390471,9.352263558,34.79241482,1427747.011,6170975.811,4.81230128,,0,0,49.40806291,1,55.26797884,0,0,0
Indonesia,2006,IDN,Asia,Southeast Asia,20761280.63,25088.31592,47.5965613,988165.5661,78.94921783,31.53452504,15.19730056,-25.68104343,73.65082108,130.414578,3.583200169,21.00174862,9137003.195,5142323.434,3.731108932,0,0,0,81.04960122,1,83.24526868,0,0,0
Indonesia,2019,IDN,Asia,Southeast Asia,58588766.22,45969.17477,19.93578414,1168012.997,76.11153238,5.162048183,39.45473081,-20.72831137,260.8632587,54.62404855,11.22903136,30.01299767,9656141.705,1777066.371,4.806070711,1,0,0,36.82190018,5,87.85744647,1,0,0
France,1984,FRA,Europe,Western Europe,267900588.8,42864.24157,22.56137089,6044204.545,83.19333043,30.59025522,14.76806412,-28.55164977,44.3621853,61.81815624,5.142331344,11.44316979,9635560.979,3972460.933,2.076598522,,0,0,86.23516404,4,38.76838532,0,0,0
Indonesia,1996,IDN,Asia,Southeast Asia,125268238.1,34764.80217,11.45411732,1434837.096,50.44371106,7.545272781,32.04232149,9.968694666,233.2933267,31.38428146,3.0228169,38.94717988,4638062.652,2599819.269,1.17542889,0,0,0,52.23429608,2,72.38706912,0,0,0
China,1982,CHN,Asia,East Asia,143544023.7,8071.783061,31.93830894,4584553.377,60.28997855,24.18004809,14.65522184,0.874751516,193.2422527,87.5109665,13.03810389,26.53089367,8519587.973,2777750.566,3.452787148,0,0,1,66.79037144,4,56.29862907,0,0,1
India,1970,IND,Asia,South Asia,51239128.66,25105.15931,29.6080356,1517089.945,58.64362552,32.30162385,40.95159004,-31.89683941,198.5000246,81.12601755,8.481909154,30.71757197,7026323.654,142494.7132,3.029530377,0,1,0,49.01750808,2,99.79256696,0,1,0
India,2015,IND,Asia,South Asia,298473544.2,43288.93219,14.47802643,4321307.861,54.43592272,20.86520392,4.500932342,20.19794102,264.3125508,39.66979242,15.03648155,15.5308914,4681967.221,8274219.792,4.33374911,0,0,1,65.3409891,1,51.78271844,0,0,1
Russia,2005,RUS,Europe,Eastern Europe,276991257.2,30640.13157,59.25062766,16411905.84,87.51146553,18.18434215,43.27353442,-48.9693421,163.9344217,162.3467198,12.65464778,19.87197061,8296633.824,282920.6655,4.434872748,0,0,1,34.71255799,3,49.86846047,0,0,1
Australia,1967,AUS,Oceania,Australia & New Zealand,1605376.624,27502.81652,60.41867816,96994.73356,55.24008526,37.88155801,20.22049383,-13.3421371,31.99289642,165.5471782,7.141223261,11.192448,4698505.98,7665539.733,2.295678826,0,0,0,69.8544781,1,79.67048598,0,0,0
China,1995,CHN,Asia,East Asia,165669670.1,47783.59791,12.0880421,2002621.946,60.51346673,6.024314827,27.21126962,6.250948818,280.0267016,33.12123534,15.03602334,38.27819801,7868125.574,1689867.593,4.31428842,0,0,1,16.4736054,5,78.47734731,0,0,1
Japan,2001,JPN,Asia,East Asia,261807947.7,1319.129237,22.31378696,5841926.77,63.4065593,8.709114828,29.01460371,-1.130277829,107.8385615,61.13977628,13.83377134,36.70086917,9536877.562,9338445.42,1.941113848,,1,0,44.31225051,3,34.66387954,0,1,0
Australia,1998,AUS,Oceania,Australia & New Zealand,129729548.3,1096.296054,52.84578506,6855659.824,74.98511856,35.46149018,11.66261645,-22.10922519,18.63436008,144.7974511,7.324168257,10.30016476,6625682.77,8052262.296,1.422419547,0,0,0,88.80368838,3,66.53873932,0,0,0
Australia,1960,AUS,Oceania,Australia & New Zealand,131607463.3,44694.61575,61.54783493,8100154.428,80.69856973,36.0183128,56.52954729,-73.24642982,164.617073,168.6410677,7.192519319,13.58266122,9349601.688,1155519.74,2.579083875,0,0,0,39.07372227,5,92.78378453,0,0,0
India,2011,IND,Asia,South Asia,114424799.9,2407.592144,9.658744257,1105199.879,74.18703968,18.0456278,0.009776162,7.757556363,113.9473457,26.46495926,8.753716654,23.62049361,5340879.859,8036015.946,4.261178837,0,0,1,67.56209704,2,73.14537991,0,0,1
Japan,2003,JPN,Asia,East Asia,9619672.211,16960.91383,63.65407092,612331.2972,79.95817554,23.90689441,22.36488039,-26.22995034,274.4121669,174.4121543,10.50707374,9.174523473,2278816.425,3582083.311,2.621341446,0,1,0,89.20799072,2,94.69481287,0,1,0
Germany,1972,DEU,Europe,Western Europe,237294717.4,46239.26135,9.006415058,2137174.716,66.08496817,10.75385804,7.711819255,15.44935453,158.1034544,24.67757726,9.729526609,25.45736497,5645014.03,9140693.346,2.592819874,1,0,,30.66283117,2,89.03292601,1,0,0
Japan,1975,JPN,Asia,East Asia,137578775.8,34712.05339,46.19595736,6355583.261,89.83112948,35.94978041,21.59547897,-47.37638886,25.47972578,126.5769232,5.890388606,14.29925473,5465266.797,5085345.801,0.754034766,0,1,0,89.67572754,1,67.18798405,0,1,0
Germany,2005,DEU,Europe,Western Europe,159788625.9,32583.86584,6.434883796,1028221.24,56.80369298,21.41722933,6.236811412,15.54226628,79.03891866,17.6315816,2.858749975,27.43821001,2626596.386,7329466.354,0.991327839,0,1,0,89.05894083,5,60.37504726,0,1,0
Japan,1972,JPN,Asia,East Asia,77449849.93,33021.4166,65.33722641,5060358.38,65.99040835,24.74308822,22.72240583,-13.45590241,74.72069397,179.0240004,10.54253656,7.75245274,6859490.045,224758.3401,2.552549184,0,0,0,69.9194628,2,81.74489795,0,0,0
South Africa,1996,ZAF,Africa,Sub-Saharan Africa,235451429.1,16223.32745,27.98989221,6590260.122,83.28732057,9.132101016,11.6327698,-4.052191389,231.5794709,76.69230465,10.5267753,10.71503932,1553049.732,557499.8948,2.680088454,0,0,0,64.04831453,4,75.14263395,0,0,0
Japan,1973,JPN,Asia,East Asia,238330815.5,26761.41276,47.1721999,11242588.87,59.87040791,26.51878789,33.22709999,-19.61629579,29.10086875,129.2518277,15.53816916,23.46452504,4863716.355,9801.471619,0.936371729,0,0,1,71.14563715,2,54.42224248,0,0,1
Brazil,2017,BRA,South America,South America,166323324.2,31683.66667,17.00044294,2827570.183,80.03372062,29.35387932,0.717437408,-10.10503735,104.3913932,46.58121366,9.45878725,29.32521276,2466571.967,322975.7541,0.893509967,0,0,0,60.11245829,2,65.07810087,0,0,0
France,1972,FRA,Europe,Western Europe,271483749.8,15632.90862,25.88160204,7026434.373,64.57121575,15.31513209,30.36586625,-10.25221408,204.519184,70.91558959,4.627339469,25.4318101,9799483.723,5524524.209,3.232431251,0,0,0,84.35419849,5,63.40386188,0,0,0
Japan,2005,JPN,Asia,East Asia,35649384.99,39870.51383,53.57440134,1909894.459,57.10385101,36.36515381,16.96575365,-10.43475848,187.8793166,146.7938597,7.226756197,15.94980784,2010966.978,7837762.718,2.934552431,0,0,0,23.28551593,5,81.24824486,0,0,0
France,1971,FRA,Europe,Western Europe,236201372.7,16426.54376,68.24473264,16119499.53,66.13361859,12.13666996,19.28750437,2.442207082,197.8085927,186.9905674,4.245165737,25.37533192,9490038.24,519120.6941,3.793366972,0,1,1,54.3085166,2,74.02817185,0,1,1
Mexico,2014,MEX,North America,Central America,168016658.6,4036.485598,69.48346389,11674379.43,81.39154026,36.40834449,21.28085687,-39.08074162,172.2155611,190.3846911,3.798202908,14.60010908,9293139.191,2732380.516,3.700620776,0,1,1,24.6164075,3,62.53547549,0,1,1
Indonesia,1987,IDN,Asia,Southeast Asia,70072936.94,10472.0014,57.62916855,4038245.094,54.4782059,29.61704669,39.16322612,-23.25847871,60.95753653,157.9039218,9.538894539,38.56600414,3561854.58,4606949.346,1.777512347,1,1,0,27.78094628,1,54.49262305,1,1,0
France,1981,FRA,Europe,Western Europe,40558831.01,20716.31571,60.06754758,2436269.512,70.64406211,34.07977882,45.46634011,-50.19018104,205.5561276,164.5850804,11.9874481,10.63707198,189310.7947,5067390.929,3.49059362,1,0,1,86.0047232,2,96.5475016,1,0,1
Japan,1979,JPN,Asia,East Asia,91001105.06,45448.76646,68.01125091,6189098.989,79.65425672,29.46806874,19.78226425,-28.90458971,285.7746599,186.3508275,15.93248838,26.3605373,7302502.195,6649144.537,3.072915305,0,0,0,31.81460422,4,41.80540832,0,0,0
Germany,2006,DEU,Europe,Western Europe,257038459.5,21080.20375,7.620584835,1958783.387,80.06288179,19.99481517,55.49951324,-55.5572102,21.91795156,20.88040245,10.41130363,21.1042001,1574066.261,740809.0721,0.542015453,0,1,0,83.3932377,3,49.84429583,0,1,0
Indonesia,1978,IDN,Asia,Southeast Asia,236498185.6,4945.288178,16.05977905,3798108.607,65.58346856,16.60507174,44.77421725,-26.96275755,114.9318212,44.00379461,4.723206186,17.05700528,6382521.783,7674345.394,2.401578985,0,0,1,79.42481046,2,55.17295553,0,0,1
Australia,1970,AUS,Oceania,Australia & New Zealand,193894595.3,10224.60995,8.424055604,1633378.852,68.65753517,30.69255719,24.23024324,-23.5803356,94.55979376,23.08191235,13.98779227,22.32204401,1991189.946,1477986.573,3.627662906,0,1,0,19.03394993,4,39.3940972,0,1,0
Japan,1989,JPN,Asia,East Asia,28007775.33,27451.14057,37.57547496,1052405.461,84.27063786,15.43573556,5.868201728,-5.574575148,52.95498939,102.9568014,14.30340313,9.174141824,217698.1427,4135618.385,4.597152905,0,0,,80.08736275,1,94.68166517,0,0,0
South Africa,2013,ZAF,Africa,Sub-Saharan Africa,286494361.3,9293.972233,67.30180093,19281586.47,58.33511358,7.164993199,33.62040473,0.879488492,86.6801432,184.4069345,8.846886819,20.03642355,352212.1266,2836728.222,1.070413093,0,0,0,29.42161649,2,99.15024696,0,0,0
USA,1985,USA,North America,Northern America,92326599.58,3665.753302,42.85835215,3956965.917,89.70369871,13.64523761,36.82592086,-40.17485718,17.37666802,117.4318849,9.778088213,36.46455096,6403209.54,4925968.294,1.46663006,0,0,0,87.33784573,3,33.83216655,0,0,0
South Africa,1974,ZAF,Africa,Sub-Saharan Africa,182492995,35884.00904,41.10126753,7500693.411,66.76948685,31.43319225,8.17837917,-6.381058268,196.4006628,112.617473,9.437062863,10.34896947,8287305.055,2087149.706,3.917966901,0,0,0,88.18079015,1,40.87019004,0,0,0
China,1989,CHN,Asia,East Asia,241127459.4,39325.19607,58.73461286,14162527.98,61.01805276,32.76273405,51.12146837,-44.90225518,187.6079405,160.9328392,9.07535272,24.63877034,8696067.675,7142490.278,0.912445667,,1,1,66.60696302,5,55.72991795,0,1,1
Indonesia,1988,IDN,Asia,Southeast Asia,40723894.5,42606.34514,65.38167732,2662596.53,50.10397406,14.68126191,22.88569225,12.32907178,155.997225,179.1457959,7.790784319,32.33216582,6192139.849,6131135.585,0.615550199,0,0,0,32.67153411,1,38.28952581,0,0,0
USA,2019,USA,North America,Northern America,196006825.9,42274.74099,50.40609005,9879937.718,55.00092416,16.47730766,9.142207454,19.37956072,101.0684901,138.1126867,15.9881255,33.68763406,3382503.806,6296933.44,1.969225558,0,0,1,27.69099533,5,45.14670359,0,0,1
Japan,1991,JPN,Asia,East Asia,10656503.01,19273.34921,63.19952908,673485.9722,80.26036097,24.22684849,31.25272494,-35.7399344,293.0979196,173.1667097,15.26045875,11.05820424,5720822.258,7188639.295,1.916431195,0,1,1,75.59280124,2,89.77405271,0,1,1
Australia,2012,AUS,Oceania,Australia & New Zealand,31435004.14,36856.26411,16.38905813,515190.1103,75.96923359,14.16889071,25.32242714,-15.46055144,189.5689683,44.90601929,6.711488638,30.89336609,6698354.927,2114707.788,2.669886378,0,1,0,24.59665093,4,52.81928391,0,1,0
France,1989,FRA,Europe,Western Europe,217219946.7,29385.17354,37.72145707,8193852.894,59.86025607,26.21607653,38.52944625,-24.60577884,267.338464,103.3567924,10.85258995,31.66994567,6192011.861,5666435.481,1.623798241,0,0,0,40.03952909,3,74.95027506,0,0,0
France,2003,FRA,Europe,Western Europe,47369564.52,1656.532941,28.69932744,1359474.643,87.08012469,14.87152438,10.35425214,-12.30590121,98.76338387,78.6361572,3.770672641,24.13644407,2368196.297,5580804.855,0.538767717,0,0,0,26.88606319,4,52.19632103,0,0,0
Germany,2010,DEU,Europe,Western Europe,133608510.3,20379.10643,26.61388471,3555841.488,83.42752024,9.23063415,1.245820153,6.096025455,229.0132553,72.9220441,12.30152708,19.81671727,6110656.844,6567865.379,4.613974882,0,0,1,18.87707045,2,69.96912077,0,0,1
USA,1975,USA,North America,Northern America,75251432.68,3117.508482,18.92626947,1424228.893,60.77095325,10.41912889,28.58773462,0.222183239,11.71413794,51.85797835,13.40346106,7.155888942,4142693.014,7811168.492,4.898376146,0,1,0,41.70459308,3,58.77765965,0,1,0
Mexico,1995,MEX,North America,Central America,126947623.1,4626.124744,63.10977789,8011636.297,63.20351488,13.76925047,9.431899664,13.59533499,206.2850999,172.9207914,9.520170455,5.294546411,4525256.4,8998664.847,4.968052464,0,0,1,85.57774788,3,37.93254167,0,0,1
Russia,2023,RUS,Europe,Eastern Europe,24088851.85,3272.121134,34.27399924,825621.29,57.39014547,10.87669848,9.38687878,22.34627726,226.9692685,93.91075793,3.775634667,25.39631696,6945752.414,1215022.006,4.863043568,0,0,0,48.19919701,2,94.53354521,0,0,0
India,1977,IND,Asia,South Asia,226715262.7,48066.85365,39.46651158,8947660.539,75.70235395,39.10199298,40.6755084,-55.47985532,88.27439699,108.1382417,10.47823986,17.64384599,6565734.697,1191474.165,4.178737824,0,1,1,50.97474871,2,55.2042762,0,1,1
USA,2000,USA,North America,Northern America,24633312.04,42287.94904,22.96019529,565585.655,78.04549684,28.04296836,15.52625543,-21.61472062,299.4545014,62.91093508,3.241618113,14.81043578,1999814.577,1139384.087,3.115736672,1,0,0,81.41830538,2,61.33403847,1,0,0
Brazil,2007,BRA,South America,South America,251536434.7,22235.67164,67.58530806,17000167.43,65.83524437,11.274055,50.39932324,-27.50862261,154.4962318,185.1837441,14.1617265,9.000109618,12701.3724,8920719.095,2.860104097,1,0,0,81.01347815,1,44.81591056,1,0,0
France,1998,FRA,Europe,Western Europe,199120050.4,12775.87465,44.72865021,8906371.084,79.48634811,19.83661,30.88439903,-30.20735713,117.1216269,122.5565016,10.63405704,37.64794431,8549232.948,3446790.392,0.781065261,0,0,0,87.44001035,5,82.08520348,0,0,0
India,1987,IND,Asia,South Asia,125559087.1,4086.316061,5.045121626,633460.8657,89.66266606,14.41953291,36.48484387,-40.56704284,63.64485905,13.82363325,13.43742569,11.38825955,6994338.838,6673899.602,4.463869044,0,0,1,56.74011291,5,55.93747143,0,0,1
Australia,2021,AUS,Oceania,Australia & New Zealand,260079476.5,21844.21445,22.41301021,5829163.963,74.47792829,28.95853779,19.25434737,-22.69081345,55.07793855,61.41164798,7.441749915,28.15746974,8922755.812,3655325.894,1.532557819,0,0,1,13.66410059,3,97.93625362,0,0,1
South Africa,2017,ZAF,Africa,Sub-Saharan Africa,56653252.32,30217.46761,69.95759345,3963325.194,75.97135423,35.35467535,13.4288955,-24.75492509,69.9255304,191.6838061,6.861048192,6.360045547,2693689.716,4758530.662,3.838020846,0,0,1,19.86115001,3,60.39429508,0,0,1
Mexico,1978,MEX,North America,Central America,80104704,39956.61449,68.36036355,5475986.687,64.95369542,19.02893131,9.538046528,6.479326742,165.4822903,187.3073961,15.77533731,28.0200929,9866988.054,6218307.75,3.638491756,0,0,1,55.60299178,4,40.72675443,0,0,1
Japan,2015,JPN,Asia,East Asia,41999974.84,3052.268816,40.40007098,1696801.964,50.42345421,20.00929984,42.42491728,-12.85767134,165.6013494,110.6961945,14.63952781,27.8689263,4328593.112,4225203.459,3.881888733,0,1,0,23.85717939,2,91.31048626,0,1,0
Russia,2015,RUS,Europe,Eastern Europe,115089039.3,21184.56587,41.66762256,4795486.65,88.15685477,18.94631441,41.34777107,-48.45094025,163.8415356,114.1692858,3.816686607,36.71481008,9163660.792,905293.8814,1.063904704,0,0,0,70.85985336,2,68.79654034,0,0,0
India,1970,IND,Asia,South Asia,296033222.2,48854.44356,63.60325228,18828675.72,80.89378822,20.72286044,29.56060596,-31.17725461,259.2598547,174.2729113,14.68559797,25.73127391,6424105.184,5772464.502,2.491540216,1,0,0,44.80859815,2,84.96817958,1,0,0
Germany,1976,DEU,Europe,Western Europe,49147185.96,6475.666503,51.05678613,2509297.363,77.82272505,6.25480883,46.87855149,-30.95608537,10.44856445,139.895594,15.23858561,5.886991091,2760043.26,8852640.179,3.686174342,0,1,0,46.83018884,5,77.18522354,0,1,0
Russia,2021,RUS,Europe,Eastern Europe,249461969.3,20314.82004,65.59406511,16363224.65,51.19242227,25.74116535,48.15551909,-25.08910671,87.40949482,179.7277384,9.400225547,38.55224595,3344995.943,5141214.412,0.561478031,0,0,1,13.99904818,5,32.98482403,0,0,1
Brazil,1980,BRA,South America,South America,195912141.4,14115.23852,36.14364333,7080978.565,80.3604858,38.32132881,26.53077941,-45.21259402,266.8386657,99.03358274,14.43650415,8.446979897,6337391.657,9082471.913,2.365056365,0,1,1,32.75429327,3,65.72062342,0,1,1
South Africa,1996,ZAF,Africa,Sub-Saharan Africa,5728425.053,7134.948093,68.43354661,392016.4428,76.80336972,32.48628811,39.06929317,-48.35895101,38.98073111,187.5079177,9.388642549,13.38535615,6795761.968,5796239.507,1.942143008,0,1,1,50.81896969,4,41.95553624,0,1,1
China,2003,CHN,Asia,East Asia,283522167.7,42027.81157,40.07073602,11360941.94,72.7562448,35.14939931,54.72628683,-62.63193093,66.47591374,109.7938167,3.665506645,31.01893435,5506575.552,6711613.494,4.130716903,0,0,0,34.25994784,3,49.833241,0,0,0
